incentive_id,driver_id,incentive_type,offer_date,status,bonus_amount
51,098fdc14-e6b9-4645-81b1-9708484d4208,Quest,2025-10-11T23:07:50.922372+00:00,completed,277.33
52,098fdc14-e6b9-4645-81b1-9708484d4208,Quest,2025-10-13T09:50:53.922372+00:00,completed,277.33
53,098fdc14-e6b9-4645-81b1-9708484d4208,Quest,2026-01-04T17:39:47.922372+00:00,completed,277.33
54,098fdc14-e6b9-4645-81b1-9708484d4208,Quest,2025-11-15T20:59:25.922372+00:00,completed,277.33
55,098fdc14-e6b9-4645-81b1-9708484d4208,Quest,2025-12-22T11:07:44.922372+00:00,completed,277.33
56,098fdc14-e6b9-4645-81b1-9708484d4208,Quest,2025-12-04T03:06:03.922372+00:00,completed,277.33
57,098fdc14-e6b9-4645-81b1-9708484d4208,Quest,2026-01-02T07:03:07.922372+00:00,completed,277.33
58,098fdc14-e6b9-4645-81b1-9708484d4208,Quest,2025-10-31T00:41:40.922372+00:00,offered,0.0
59,098fdc14-e6b9-4645-81b1-9708484d4208,Quest,2025-09-21T05:26:23.922372+00:00,offered,0.0
60,098fdc14-e6b9-4645-81b1-9708484d4208,Quest,2026-01-02T16:09:51.922372+00:00,offered,0.0
61,098fdc14-e6b9-4645-81b1-9708484d4208,EV_bonus,2025-11-26T12:44:01.922372+00:00,completed,1.0
62,098fdc14-e6b9-4645-81b1-9708484d4208,EV_bonus,2025-09-16T13:45:58.922372+00:00,completed,1.0
63,098fdc14-e6b9-4645-81b1-9708484d4208,EV_bonus,2025-11-14T16:15:56.922372+00:00,completed,1.0
64,098fdc14-e6b9-4645-81b1-9708484d4208,EV_bonus,2025-12-09T16:31:41.922372+00:00,completed,1.0
65,098fdc14-e6b9-4645-81b1-9708484d4208,EV_bonus,2025-09-29T11:23:29.922372+00:00,completed,1.0
66,098fdc14-e6b9-4645-81b1-9708484d4208,EV_bonus,2025-10-19T17:04:03.922372+00:00,completed,1.0
67,098fdc14-e6b9-4645-81b1-9708484d4208,EV_bonus,2025-11-12T01:09:02.922372+00:00,completed,1.0
68,098fdc14-e6b9-4645-81b1-9708484d4208,EV_bonus,2025-09-27T11:48:50.922372+00:00,completed,1.0
69,10c78cfb-959f-4cf5-80f4-7166c07dfb23,Quest,2025-11-21T17:06:05.922372+00:00,completed,122.37
70,10c78cfb-959f-4cf5-80f4-7166c07dfb23,Quest,2025-10-23T05:05:15.922372+00:00,completed,122.37
71,10c78cfb-959f-4cf5-80f4-7166c07dfb23,Quest,2025-12-20T15:46:44.922372+00:00,completed,122.37
72,10c78cfb-959f-4cf5-80f4-7166c07dfb23,Quest,2025-12-20T02:15:28.922372+00:00,completed,122.37
73,10c78cfb-959f-4cf5-80f4-7166c07dfb23,Quest,2025-10-16T14:05:39.922372+00:00,completed,122.37
74,10c78cfb-959f-4cf5-80f4-7166c07dfb23,Quest,2025-10-26T15:09:34.922372+00:00,completed,122.37
75,10c78cfb-959f-4cf5-80f4-7166c07dfb23,Quest,2025-12-11T03:35:03.922372+00:00,completed,122.37
76,10c78cfb-959f-4cf5-80f4-7166c07dfb23,Quest,2026-01-02T11:14:24.922372+00:00,completed,122.37
77,10c78cfb-959f-4cf5-80f4-7166c07dfb23,Quest,2025-11-19T18:04:19.922372+00:00,completed,122.37
78,10c78cfb-959f-4cf5-80f4-7166c07dfb23,Quest,2025-10-22T05:25:32.922372+00:00,completed,122.37
79,10c78cfb-959f-4cf5-80f4-7166c07dfb23,Quest,2025-10-19T06:39:34.922372+00:00,completed,122.37
80,10c78cfb-959f-4cf5-80f4-7166c07dfb23,Quest,2025-10-22T15:27:57.922372+00:00,completed,122.37
81,10c78cfb-959f-4cf5-80f4-7166c07dfb23,Quest,2025-12-15T05:54:41.922372+00:00,completed,122.37
82,10c78cfb-959f-4cf5-80f4-7166c07dfb23,Quest,2025-12-20T18:16:38.922372+00:00,completed,122.37
83,10c78cfb-959f-4cf5-80f4-7166c07dfb23,Quest,2025-10-21T12:47:43.922372+00:00,completed,122.37
84,10c78cfb-959f-4cf5-80f4-7166c07dfb23,Quest,2025-12-29T17:54:13.922372+00:00,completed,122.37
85,10c78cfb-959f-4cf5-80f4-7166c07dfb23,Quest,2025-11-01T15:18:20.922372+00:00,offered,0.0
86,10c78cfb-959f-4cf5-80f4-7166c07dfb23,Quest,2025-10-21T09:33:00.922372+00:00,offered,0.0
87,10c78cfb-959f-4cf5-80f4-7166c07dfb23,Quest,2025-12-24T19:31:35.922372+00:00,offered,0.0
88,10c78cfb-959f-4cf5-80f4-7166c07dfb23,Quest,2025-12-21T17:05:24.922372+00:00,offered,0.0
89,10c78cfb-959f-4cf5-80f4-7166c07dfb23,Quest,2026-01-03T16:08:24.922372+00:00,offered,0.0
90,10c78cfb-959f-4cf5-80f4-7166c07dfb23,Quest,2025-11-16T00:30:24.922372+00:00,offered,0.0
91,10c78cfb-959f-4cf5-80f4-7166c07dfb23,Quest,2025-10-24T04:32:10.922372+00:00,offered,0.0
92,10c78cfb-959f-4cf5-80f4-7166c07dfb23,Quest,2025-10-14T12:49:01.922372+00:00,offered,0.0
93,ce279595-2631-45a6-8ff9-fbcb5615bbdd,Quest,2025-09-28T03:45:55.922372+00:00,offered,0.0
94,ce279595-2631-45a6-8ff9-fbcb5615bbdd,Quest,2025-12-22T20:58:25.922372+00:00,offered,0.0
95,ce279595-2631-45a6-8ff9-fbcb5615bbdd,Quest,2025-10-26T19:24:43.922372+00:00,offered,0.0
96,ce279595-2631-45a6-8ff9-fbcb5615bbdd,Quest,2025-09-05T12:44:34.922372+00:00,offered,0.0
97,ce279595-2631-45a6-8ff9-fbcb5615bbdd,Quest,2025-11-18T13:54:56.922372+00:00,offered,0.0
98,ce279595-2631-45a6-8ff9-fbcb5615bbdd,Quest,2026-01-01T16:50:45.922372+00:00,offered,0.0
99,46c67f8f-fa59-4d59-a204-4fc1c74dff80,Quest,2025-12-24T04:45:52.922372+00:00,completed,138.0
100,46c67f8f-fa59-4d59-a204-4fc1c74dff80,Quest,2025-11-20T10:15:16.922372+00:00,completed,138.0
101,46c67f8f-fa59-4d59-a204-4fc1c74dff80,Quest,2025-12-22T15:49:46.922372+00:00,completed,138.0
102,46c67f8f-fa59-4d59-a204-4fc1c74dff80,Quest,2026-01-02T06:54:24.922372+00:00,completed,138.0
103,46c67f8f-fa59-4d59-a204-4fc1c74dff80,Quest,2025-10-30T03:19:41.922372+00:00,completed,138.0
104,46c67f8f-fa59-4d59-a204-4fc1c74dff80,Quest,2025-11-22T10:08:49.922372+00:00,completed,138.0
105,46c67f8f-fa59-4d59-a204-4fc1c74dff80,Quest,2025-11-02T23:23:17.922372+00:00,completed,138.0
106,46c67f8f-fa59-4d59-a204-4fc1c74dff80,Quest,2025-12-13T05:21:31.922372+00:00,completed,138.0
107,46c67f8f-fa59-4d59-a204-4fc1c74dff80,Quest,2025-12-08T20:28:17.922372+00:00,completed,138.0
108,46c67f8f-fa59-4d59-a204-4fc1c74dff80,Quest,2025-12-06T12:18:32.922372+00:00,completed,138.0
109,46c67f8f-fa59-4d59-a204-4fc1c74dff80,Quest,2025-12-06T15:09:17.922372+00:00,completed,138.0
110,46c67f8f-fa59-4d59-a204-4fc1c74dff80,Quest,2025-11-11T18:00:06.922372+00:00,completed,138.0
111,46c67f8f-fa59-4d59-a204-4fc1c74dff80,Quest,2025-12-02T14:19:48.922372+00:00,completed,138.0
112,46c67f8f-fa59-4d59-a204-4fc1c74dff80,Quest,2025-10-28T07:02:04.922372+00:00,completed,138.0
113,46c67f8f-fa59-4d59-a204-4fc1c74dff80,Quest,2025-11-09T09:21:38.922372+00:00,completed,138.0
114,46c67f8f-fa59-4d59-a204-4fc1c74dff80,Quest,2025-10-29T12:46:26.922372+00:00,completed,138.0
115,46c67f8f-fa59-4d59-a204-4fc1c74dff80,Quest,2025-11-22T16:23:24.922372+00:00,offered,0.0
116,46c67f8f-fa59-4d59-a204-4fc1c74dff80,Quest,2025-11-06T09:12:27.922372+00:00,offered,0.0
117,46c67f8f-fa59-4d59-a204-4fc1c74dff80,Quest,2025-12-13T04:53:42.922372+00:00,offered,0.0
118,46c67f8f-fa59-4d59-a204-4fc1c74dff80,Quest,2025-11-10T02:37:56.922372+00:00,offered,0.0
119,46c67f8f-fa59-4d59-a204-4fc1c74dff80,Quest,2025-11-24T10:09:05.922372+00:00,offered,0.0
120,46c67f8f-fa59-4d59-a204-4fc1c74dff80,Quest,2025-12-25T21:17:19.922372+00:00,offered,0.0
121,46c67f8f-fa59-4d59-a204-4fc1c74dff80,Quest,2025-11-26T22:33:02.922372+00:00,offered,0.0
122,46c67f8f-fa59-4d59-a204-4fc1c74dff80,Quest,2025-12-16T12:47:59.922372+00:00,offered,0.0
123,4dc6a45d-b318-441a-9a2c-3dccbecac51e,Quest,2025-08-11T06:46:31.922372+00:00,completed,110.43
124,4dc6a45d-b318-441a-9a2c-3dccbecac51e,Quest,2025-10-19T10:02:34.922372+00:00,offered,0.0
125,4dc6a45d-b318-441a-9a2c-3dccbecac51e,Quest,2025-09-01T21:53:08.922372+00:00,offered,0.0
126,4dc6a45d-b318-441a-9a2c-3dccbecac51e,Quest,2025-08-25T02:54:00.922372+00:00,offered,0.0
127,4dc6a45d-b318-441a-9a2c-3dccbecac51e,Quest,2025-12-09T14:14:45.922372+00:00,offered,0.0
128,4dc6a45d-b318-441a-9a2c-3dccbecac51e,Quest,2025-08-08T08:54:15.922372+00:00,offered,0.0
129,8ddccb0b-4ffc-4c7c-bd8b-35cde9ec2dca,Quest,2025-11-27T19:13:36.922372+00:00,offered,0.0
130,8ddccb0b-4ffc-4c7c-bd8b-35cde9ec2dca,Quest,2025-12-04T02:03:26.922372+00:00,offered,0.0
131,8ddccb0b-4ffc-4c7c-bd8b-35cde9ec2dca,Quest,2025-11-17T11:50:10.922372+00:00,offered,0.0
132,8ddccb0b-4ffc-4c7c-bd8b-35cde9ec2dca,Quest,2025-12-22T04:25:40.922372+00:00,offered,0.0
133,8ddccb0b-4ffc-4c7c-bd8b-35cde9ec2dca,Quest,2025-11-09T20:05:18.922372+00:00,offered,0.0
134,8ddccb0b-4ffc-4c7c-bd8b-35cde9ec2dca,Quest,2026-01-03T00:52:07.922372+00:00,offered,0.0
135,93af3d35-8086-4125-a308-45764180a97b,Quest,2025-11-29T03:30:16.922372+00:00,completed,279.06
136,93af3d35-8086-4125-a308-45764180a97b,Quest,2025-11-25T13:48:51.922372+00:00,completed,279.06
137,93af3d35-8086-4125-a308-45764180a97b,Quest,2025-12-09T01:19:17.922372+00:00,completed,279.06
138,93af3d35-8086-4125-a308-45764180a97b,Quest,2025-11-30T09:07:48.922372+00:00,completed,279.06
139,93af3d35-8086-4125-a308-45764180a97b,Quest,2025-12-06T23:43:32.922372+00:00,completed,279.06
140,93af3d35-8086-4125-a308-45764180a97b,Quest,2025-11-04T01:38:09.922372+00:00,completed,279.06
141,93af3d35-8086-4125-a308-45764180a97b,Quest,2025-12-24T05:19:09.922372+00:00,completed,279.06
142,93af3d35-8086-4125-a308-45764180a97b,Quest,2025-10-07T07:29:19.922372+00:00,completed,279.06
143,93af3d35-8086-4125-a308-45764180a97b,Quest,2025-10-09T00:34:30.922372+00:00,completed,279.06
144,93af3d35-8086-4125-a308-45764180a97b,Quest,2025-10-31T01:09:45.922372+00:00,completed,279.06
145,93af3d35-8086-4125-a308-45764180a97b,Quest,2025-12-08T22:37:36.922372+00:00,completed,279.06
146,93af3d35-8086-4125-a308-45764180a97b,Quest,2025-12-05T18:45:03.922372+00:00,completed,279.06
147,93af3d35-8086-4125-a308-45764180a97b,Quest,2025-12-20T03:14:02.922372+00:00,completed,279.06
148,93af3d35-8086-4125-a308-45764180a97b,Quest,2025-11-10T08:41:52.922372+00:00,completed,279.06
149,93af3d35-8086-4125-a308-45764180a97b,Quest,2025-10-16T16:53:10.922372+00:00,completed,279.06
150,93af3d35-8086-4125-a308-45764180a97b,Quest,2025-12-26T06:18:33.922372+00:00,completed,279.06
151,93af3d35-8086-4125-a308-45764180a97b,Quest,2025-11-11T05:32:29.922372+00:00,completed,279.06
152,93af3d35-8086-4125-a308-45764180a97b,Quest,2025-11-05T05:30:02.922372+00:00,completed,279.06
153,93af3d35-8086-4125-a308-45764180a97b,Quest,2025-11-11T17:01:37.922372+00:00,completed,279.06
154,93af3d35-8086-4125-a308-45764180a97b,Quest,2025-11-15T02:43:14.922372+00:00,completed,279.06
155,93af3d35-8086-4125-a308-45764180a97b,Quest,2025-10-06T00:17:20.922372+00:00,completed,279.06
156,93af3d35-8086-4125-a308-45764180a97b,Quest,2025-11-01T17:20:57.922372+00:00,completed,279.06
157,93af3d35-8086-4125-a308-45764180a97b,Quest,2025-10-07T21:00:24.922372+00:00,completed,279.06
158,93af3d35-8086-4125-a308-45764180a97b,Quest,2026-01-04T02:54:42.922372+00:00,completed,279.06
159,93af3d35-8086-4125-a308-45764180a97b,Quest,2025-10-05T18:47:12.922372+00:00,completed,279.06
160,93af3d35-8086-4125-a308-45764180a97b,Quest,2025-10-05T03:31:06.922372+00:00,completed,279.06
161,93af3d35-8086-4125-a308-45764180a97b,Quest,2025-10-15T15:06:18.922372+00:00,completed,279.06
162,93af3d35-8086-4125-a308-45764180a97b,Quest,2025-10-20T12:06:23.922372+00:00,offered,0.0
163,93af3d35-8086-4125-a308-45764180a97b,Quest,2025-12-29T00:50:17.922372+00:00,offered,0.0
164,93af3d35-8086-4125-a308-45764180a97b,Quest,2025-11-03T01:31:06.922372+00:00,offered,0.0
165,93af3d35-8086-4125-a308-45764180a97b,EV_bonus,2025-10-08T13:41:46.922372+00:00,completed,1.0
166,93af3d35-8086-4125-a308-45764180a97b,EV_bonus,2025-11-16T04:31:29.922372+00:00,completed,1.0
167,93af3d35-8086-4125-a308-45764180a97b,EV_bonus,2025-10-20T21:55:25.922372+00:00,completed,1.0
168,93af3d35-8086-4125-a308-45764180a97b,EV_bonus,2025-10-11T19:17:57.922372+00:00,completed,1.0
169,93af3d35-8086-4125-a308-45764180a97b,EV_bonus,2025-11-13T10:58:44.922372+00:00,completed,1.0
170,93af3d35-8086-4125-a308-45764180a97b,EV_bonus,2025-12-01T10:46:23.922372+00:00,completed,1.0
171,93af3d35-8086-4125-a308-45764180a97b,EV_bonus,2025-11-30T09:36:46.922372+00:00,completed,1.0
172,dc4fec46-d677-4281-aaa2-cb50f46920e0,Quest,2025-12-07T07:06:18.922372+00:00,completed,126.99
173,dc4fec46-d677-4281-aaa2-cb50f46920e0,Quest,2025-11-26T18:46:12.922372+00:00,completed,126.99
174,dc4fec46-d677-4281-aaa2-cb50f46920e0,Quest,2025-12-17T18:49:55.922372+00:00,completed,126.99
175,dc4fec46-d677-4281-aaa2-cb50f46920e0,Quest,2025-12-06T19:56:29.922372+00:00,completed,126.99
176,dc4fec46-d677-4281-aaa2-cb50f46920e0,Quest,2025-12-20T13:21:10.922372+00:00,completed,126.99
177,dc4fec46-d677-4281-aaa2-cb50f46920e0,Quest,2025-11-30T22:27:42.922372+00:00,completed,126.99
178,dc4fec46-d677-4281-aaa2-cb50f46920e0,Quest,2025-11-15T13:05:51.922372+00:00,completed,126.99
179,dc4fec46-d677-4281-aaa2-cb50f46920e0,Quest,2025-11-22T13:42:49.922372+00:00,completed,126.99
180,dc4fec46-d677-4281-aaa2-cb50f46920e0,Quest,2025-11-12T22:00:48.922372+00:00,completed,126.99
181,dc4fec46-d677-4281-aaa2-cb50f46920e0,Quest,2025-11-17T15:21:20.922372+00:00,completed,126.99
182,dc4fec46-d677-4281-aaa2-cb50f46920e0,Quest,2025-11-22T12:21:07.922372+00:00,completed,126.99
183,dc4fec46-d677-4281-aaa2-cb50f46920e0,Quest,2026-01-04T06:52:39.922372+00:00,completed,126.99
184,dc4fec46-d677-4281-aaa2-cb50f46920e0,Quest,2025-12-06T16:24:07.922372+00:00,offered,0.0
185,dc4fec46-d677-4281-aaa2-cb50f46920e0,Quest,2026-01-04T03:03:31.922372+00:00,offered,0.0
186,dc4fec46-d677-4281-aaa2-cb50f46920e0,Quest,2025-12-31T06:33:18.922372+00:00,offered,0.0
187,dc4fec46-d677-4281-aaa2-cb50f46920e0,Quest,2025-11-09T07:53:43.922372+00:00,offered,0.0
188,dc4fec46-d677-4281-aaa2-cb50f46920e0,Quest,2025-12-07T19:34:52.922372+00:00,offered,0.0
189,dc4fec46-d677-4281-aaa2-cb50f46920e0,Quest,2025-12-24T20:05:27.922372+00:00,offered,0.0
190,0ae9238b-c918-4ccb-a8cf-e70562fc3752,Quest,2025-10-10T08:14:56.922372+00:00,offered,0.0
191,0ae9238b-c918-4ccb-a8cf-e70562fc3752,Quest,2025-09-28T09:58:15.922372+00:00,offered,0.0
192,0ae9238b-c918-4ccb-a8cf-e70562fc3752,Quest,2025-10-09T06:51:03.922372+00:00,offered,0.0
193,0ae9238b-c918-4ccb-a8cf-e70562fc3752,Quest,2025-12-23T00:03:53.922372+00:00,offered,0.0
194,0ae9238b-c918-4ccb-a8cf-e70562fc3752,Quest,2025-11-12T16:59:49.922372+00:00,offered,0.0
195,0ae9238b-c918-4ccb-a8cf-e70562fc3752,Quest,2025-11-11T06:32:10.922372+00:00,offered,0.0
196,552285d0-8f22-4f69-8c02-71d35a1dbcbf,Quest,2026-01-04T07:40:10.922372+00:00,completed,113.67
197,552285d0-8f22-4f69-8c02-71d35a1dbcbf,Quest,2025-11-27T20:51:56.922372+00:00,completed,113.67
198,552285d0-8f22-4f69-8c02-71d35a1dbcbf,Quest,2025-11-29T16:12:37.922372+00:00,completed,113.67
199,552285d0-8f22-4f69-8c02-71d35a1dbcbf,Quest,2025-12-05T22:26:37.922372+00:00,completed,113.67
200,552285d0-8f22-4f69-8c02-71d35a1dbcbf,Quest,2025-12-18T08:26:59.922372+00:00,completed,113.67
201,552285d0-8f22-4f69-8c02-71d35a1dbcbf,Quest,2025-12-13T00:19:10.922372+00:00,completed,113.67
202,552285d0-8f22-4f69-8c02-71d35a1dbcbf,Quest,2025-12-05T06:01:28.922372+00:00,completed,113.67
203,552285d0-8f22-4f69-8c02-71d35a1dbcbf,Quest,2025-12-13T01:24:48.922372+00:00,completed,113.67
204,552285d0-8f22-4f69-8c02-71d35a1dbcbf,Quest,2025-12-06T04:05:16.922372+00:00,completed,113.67
205,552285d0-8f22-4f69-8c02-71d35a1dbcbf,Quest,2025-12-12T23:14:15.922372+00:00,completed,113.67
206,552285d0-8f22-4f69-8c02-71d35a1dbcbf,Quest,2025-12-12T20:22:56.922372+00:00,completed,113.67
207,552285d0-8f22-4f69-8c02-71d35a1dbcbf,Quest,2025-12-20T06:24:40.922372+00:00,completed,113.67
208,552285d0-8f22-4f69-8c02-71d35a1dbcbf,Quest,2025-12-12T02:51:30.922372+00:00,completed,113.67
209,552285d0-8f22-4f69-8c02-71d35a1dbcbf,Quest,2025-12-21T09:46:04.922372+00:00,completed,113.67
210,552285d0-8f22-4f69-8c02-71d35a1dbcbf,Quest,2025-12-19T02:44:42.922372+00:00,completed,113.67
211,552285d0-8f22-4f69-8c02-71d35a1dbcbf,Quest,2025-12-02T20:20:45.922372+00:00,completed,113.67
212,552285d0-8f22-4f69-8c02-71d35a1dbcbf,Quest,2025-12-12T12:04:19.922372+00:00,offered,0.0
213,552285d0-8f22-4f69-8c02-71d35a1dbcbf,Quest,2025-12-31T20:35:45.922372+00:00,offered,0.0
214,552285d0-8f22-4f69-8c02-71d35a1dbcbf,Quest,2025-12-05T23:25:17.922372+00:00,offered,0.0
215,552285d0-8f22-4f69-8c02-71d35a1dbcbf,Quest,2025-12-11T04:11:17.922372+00:00,offered,0.0
216,552285d0-8f22-4f69-8c02-71d35a1dbcbf,Quest,2025-12-12T07:44:55.922372+00:00,offered,0.0
217,552285d0-8f22-4f69-8c02-71d35a1dbcbf,Quest,2025-12-14T14:35:44.922372+00:00,offered,0.0
218,552285d0-8f22-4f69-8c02-71d35a1dbcbf,Quest,2025-12-13T10:06:21.922372+00:00,offered,0.0
219,552285d0-8f22-4f69-8c02-71d35a1dbcbf,Quest,2025-12-20T22:17:17.922372+00:00,offered,0.0
220,859cce2f-336f-4f58-9208-fba3e7c13863,Quest,2025-12-26T21:09:00.922372+00:00,completed,335.87
221,859cce2f-336f-4f58-9208-fba3e7c13863,Quest,2025-12-30T20:29:25.922372+00:00,completed,335.87
222,859cce2f-336f-4f58-9208-fba3e7c13863,Quest,2025-12-26T20:46:29.922372+00:00,completed,335.87
223,859cce2f-336f-4f58-9208-fba3e7c13863,Quest,2026-01-03T19:40:46.922372+00:00,completed,335.87
224,859cce2f-336f-4f58-9208-fba3e7c13863,Quest,2025-12-31T08:57:28.922372+00:00,completed,335.87
225,859cce2f-336f-4f58-9208-fba3e7c13863,Quest,2026-01-01T23:48:30.922372+00:00,completed,335.87
226,859cce2f-336f-4f58-9208-fba3e7c13863,Quest,2026-01-02T06:00:48.922372+00:00,completed,335.87
227,859cce2f-336f-4f58-9208-fba3e7c13863,Quest,2026-01-02T08:29:42.922372+00:00,completed,335.87
228,859cce2f-336f-4f58-9208-fba3e7c13863,Quest,2025-12-27T12:33:53.922372+00:00,completed,335.87
229,859cce2f-336f-4f58-9208-fba3e7c13863,Quest,2025-12-29T16:40:15.922372+00:00,completed,335.87
230,859cce2f-336f-4f58-9208-fba3e7c13863,Quest,2025-12-28T14:50:06.922372+00:00,completed,335.87
231,859cce2f-336f-4f58-9208-fba3e7c13863,Quest,2025-12-29T07:36:17.922372+00:00,completed,335.87
232,859cce2f-336f-4f58-9208-fba3e7c13863,Quest,2025-12-31T17:51:42.922372+00:00,completed,335.87
233,859cce2f-336f-4f58-9208-fba3e7c13863,Quest,2025-12-25T17:51:43.922372+00:00,completed,335.87
